0,516176666	0,042351195	0,468694538	-0,159904993
0,504009603	0,657577469	0,064494964	0,847108185
0,338444213	0,331949865	0,017877147	0,428617204
0,841184889	0,026095513	0,450841234	0,282846296
0,077756355	0,865761385	0,257254665	0,61455277
0,420495035	0,065774382	0,011104386	0,23148607
0,884051007	0,007077587	0,813975948	-0,025352178
0,864579867	0,404887017	0,439901015	0,712484349
0,481397523	0,768567823	0,83239868	0,167912717
0,684400253	0,936333999	0,337078202	1,067659503
0,672450387	0,523180633	0,316940828	0,658429328
0,322869567	0,898333053	0,401554603	0,601023206
0,886659877	0,17209995	0,154274556	0,803991131
0,599430555	0,469284627	0,044535991	0,784065627
0,523859672	0,391338836	0,710793745	-0,045025953
0,167521016	0,43353436	0,32377373	0,13782392
0,658586262	0,953606875	0,64335729	0,74398545
0,660088155	0,794087341	0,20266435	1,027139364
0,821900569	0,651178776	0,370577033	0,956122289
0,587867476	0,789968312	0,027513555	1,108042926
0,833466196	0,880563578	0,15344292	1,421786558
0,242957165	0,323714367	0,714650747	-0,331908197
0,803713514	0,860275385	0,869566963	0,636663834
0,503526043	0,068645509	0,777353704	-0,455169719
0,987995592	0,194478814	0,795685374	0,374928729
0,893788482	0,777783917	0,856698796	0,719942971
0,884954482	0,090674999	0,75419725	0,119622183
0,473963377	0,203176792	0,898148839	-0,470330763
0,721865528	0,486788845	0,865620346	0,14225834
0,406349275	0,804433478	0,491395493	0,478157718
