0,548190957	0,266050297	0,969191436	-0,402627813
0,709501004	0,668797362	0,800327506	0,37186153
0,238666195	0,088014927	0,791318805	-0,646342326
0,380953189	0,579631558	0,463617452	0,261139438
0,349935393	0,164335434	0,829009288	-0,542219076
0,418116317	0,938320279	0,743315829	0,369825705
0,429161144	0,763939519	0,736351243	0,211767563
0,060227304	0,363800784	0,980971522	-0,61354341
0,015991874	0,673627114	0,945761923	-0,271879069
0,668570822	0,28859601	0,747405853	-0,011822899
0,486222298	0,517370546	0,65412478	0,09965789
0,748755038	0,319206254	0,452858954	0,426981407
0,452214689	0,155589627	0,787835813	-0,42774806
0,598487907	0,219142738	0,203057976	0,374272537
0,070951506	0,247997936	0,462462234	-0,209430182
0,463739081	0,451850577	0,890081421	-0,22317691
0,192909623	0,830455888	0,504560633	0,363109378
0,16310513	0,925276079	0,115218371	0,836660991
0,207111329	0,94212511	0,959673982	0,025346231
0,16854648	0,765121758	0,609295225	0,18423445
